+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                                                 ;
+---------------------------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; atan2|cordic_inst|xyInInf_uid88_fpArctan2Test_delay                                                                                   ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist77_fracX_uid47_fpArctan2Test_b_30_outputreg                                                                   ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist77_fracX_uid47_fpArctan2Test_b_30_mem_dmem|auto_generated                                                     ; 38    ; 0              ; 0            ; 0              ; 23     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist7_fracRPath2_uid147_fpArctan2Test_merged_bit_select_b_1                                                       ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist63_normBitPath2Diff_uid138_fpArctan2Test_b_1                                                                  ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist9_fracRPath3_uid126_fpArctan2Test_merged_bit_select_b_3                                                       ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist65_fracRPath3Low_uid117_fpArctan2Test_b_1                                                                     ; 27    ; 1              ; 0            ; 1              ; 24     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist66_fracRPath3High_uid116_fpArctan2Test_b_1                                                                    ; 27    ; 1              ; 0            ; 1              ; 24     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist64_expRPath3PreRnd_uid121_fpArctan2Test_b_1                                                                   ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist17_expU_uid93_fpArctan2Test_merged_bit_select_b_16                                                            ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist17_expU_uid93_fpArctan2Test_merged_bit_select_b_16_inputreg                                                   ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist67_normBit_uid115_fpArctan2Test_b_1                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|mulXAtanXOXRes_uid114_fpArctan2Test_im0_component|auto_generated                                                    ; 38    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|mulXAtanXOXRes_uid114_fpArctan2Test_im9_component|auto_generated                                                    ; 17    ; 0              ; 0            ; 0              ; 15     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|mulXAtanXOXRes_uid114_fpArctan2Test_im3_component|auto_generated                                                    ; 29    ; 0              ; 0            ; 0              ; 27     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist15_mulXAtanXOXRes_uid114_fpArctan2Test_bs1_merged_bit_select_b_11_mem_dmem|auto_generated                     ; 31    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist15_mulXAtanXOXRes_uid114_fpArctan2Test_bs1_merged_bit_select_b_11_inputreg                                    ; 21    ; 1              ; 0            ; 1              ; 18     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist19_mulXAtanXOXRes_uid114_fpArctan2Test_im6_q_1                                                                ; 27    ; 1              ; 0            ; 1              ; 24     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|mulXAtanXOXRes_uid114_fpArctan2Test_im6_component|auto_generated                                                    ; 26    ; 0              ; 0            ; 0              ; 24     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist68_fxpAtanXOXRes_uid113_fpArctan2Test_b_1                                                                     ; 30    ; 1              ; 0            ; 1              ; 27     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC0_uid353_atan2Tables_lutmem_dmem|auto_generated                                                              ; 10    ; 0              ; 0            ; 0              ; 31     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist12_yAddr_uid110_fpArctan2Test_merged_bit_select_b_8                                                           ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist30_osig_uid620_pT2_uid373_invPolyEval_b_1                                                                     ; 28    ; 1              ; 0            ; 1              ; 25     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist32_lowRangeA_uid616_pT2_uid373_invPolyEval_b_1                                                                ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist31_highABits_uid617_pT2_uid373_invPolyEval_b_1                                                                ; 38    ; 1              ; 0            ; 1              ; 35     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist33_lowRangeA_uid607_pT2_uid373_invPolyEval_b_1                                                                ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid602_pT2_uid373_invPolyEval_component|auto_generated                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid603_pT2_uid373_invPolyEval_component|auto_generated                                                          ; 19    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm1_uid604_pT2_uid373_invPolyEval_component|auto_generated                                                          ; 19    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid605_pT2_uid373_invPolyEval_component|auto_generated                                                          ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm1_uid606_pT2_uid373_invPolyEval_component|auto_generated                                                          ; 10    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist35_rightBottomX_bottomRange_uid569_pT2_uid373_invPolyEval_b_2                                                 ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist14_yAddr_uid110_fpArctan2Test_merged_bit_select_c_5                                                           ; 21    ; 1              ; 0            ; 1              ; 18     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist34_n1_uid590_pT2_uid373_invPolyEval_b_2                                                                       ; 7     ; 1              ; 0            ; 1              ; 4      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist39_s1_uid371_invPolyEval_b_1                                                                                  ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC1_uid356_atan2Tables_lutmem_dmem|auto_generated                                                              ; 10    ; 0              ; 0            ; 0              ; 21     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist11_yAddr_uid110_fpArctan2Test_merged_bit_select_b_2                                                           ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid539_pT1_uid366_invPolyEval_component|auto_generated                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist13_yAddr_uid110_fpArctan2Test_merged_bit_select_c_2                                                           ; 21    ; 1              ; 0            ; 1              ; 18     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC2_uid359_atan2Tables_lutmem_dmem|auto_generated                                                              ; 10    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist69_fxpShifterBits_uid106_fpArctan2Test_b_1                                                                    ; 7     ; 1              ; 0            ; 1              ; 4      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist16_mulXAtanXOXRes_uid114_fpArctan2Test_bs1_merged_bit_select_c_11                                             ; 9     ; 2              ; 0            ; 2              ; 6      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist18_expU_uid93_fpArctan2Test_merged_bit_select_c_1                                                             ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC0_uid492_inverseTables_lutmem_dmem|auto_generated                                                            ; 10    ; 0              ; 0            ; 0              ; 29     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist4_yAddr_uid329_z_uid91_fpArctan2Test_merged_bit_select_b_7                                                    ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist20_osig_uid836_pT2_uid512_invPolyEval_b_1                                                                     ; 27    ; 1              ; 0            ; 1              ; 24     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist22_lowRangeA_uid832_pT2_uid512_invPolyEval_b_1                                                                ; 8     ; 6              ; 0            ; 6              ; 5      ; 6               ; 6             ; 6               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist21_highABits_uid833_pT2_uid512_invPolyEval_b_1                                                                ; 33    ; 1              ; 0            ; 1              ; 30     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid825_pT2_uid512_invPolyEval_component|auto_generated                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid826_pT2_uid512_invPolyEval_component|auto_generated                                                          ; 19    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist23_n0_uid812_pT2_uid512_invPolyEval_b_1                                                                       ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist6_yAddr_uid329_z_uid91_fpArctan2Test_merged_bit_select_c_5                                                    ; 18    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist24_n1_uid811_pT2_uid512_invPolyEval_b_1                                                                       ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist36_s1_uid510_invPolyEval_b_1                                                                                  ; 25    ; 1              ; 0            ; 1              ; 22     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC1_uid495_inverseTables_lutmem_dmem|auto_generated                                                            ; 10    ; 0              ; 0            ; 0              ; 20     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist3_yAddr_uid329_z_uid91_fpArctan2Test_merged_bit_select_b_2                                                    ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid749_pT1_uid505_invPolyEval_component|auto_generated                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist5_yAddr_uid329_z_uid91_fpArctan2Test_merged_bit_select_c_2                                                    ; 18    ; 1              ; 0            ; 1              ; 15     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC2_uid498_inverseTables_lutmem_dmem|auto_generated                                                            ; 10    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist74_excZ_div_uid450_uid65_fpArctan2Test_q_1                                                                    ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist40_fracXIsZero_uid324_z_uid91_fpArctan2Test_q_9                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|fracXIsZero_uid324_z_uid91_fpArctan2Test_delay                                                                      ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist54_updatedY_uid203_div_uid45_fpArctan2Test_q_3                                                                ; 27    ; 25             ; 0            ; 25             ; 24     ; 25              ; 25            ; 25              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist78_expX_uid46_fpArctan2Test_b_1                                                                               ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|invExcRNaN_uid349_z_uid91_fpArctan2Test_delay                                                                       ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist73_excI_div_uid69_fpArctan2Test_q_21                                                                          ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|expXIsMax_uid66_fpArctan2Test_delay                                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|fracXIsZero_uid67_fpArctan2Test_delay                                                                               ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist76_fracX_uid47_fpArctan2Test_b_8_outputreg                                                                    ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist76_fracX_uid47_fpArctan2Test_b_8                                                                              ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist76_fracX_uid47_fpArctan2Test_b_8_inputreg                                                                     ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist75_singX_uid48_fpArctan2Test_b_20                                                                             ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist42_divR_uid297_div_uid45_fpArctan2Test_q_10                                                                   ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist41_divR_uid297_div_uid45_fpArctan2Test_q_8_outputreg                                                          ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist41_divR_uid297_div_uid45_fpArctan2Test_q_8_mem_dmem|auto_generated                                            ; 43    ; 0              ; 0            ; 0              ; 32     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist41_divR_uid297_div_uid45_fpArctan2Test_q_8_inputreg                                                           ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist44_fracRPreExc_uid265_div_uid45_fpArctan2Test_b_1                                                             ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|excRZero_uid276_div_uid45_fpArctan2Test_delay                                                                       ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|excRInf_uid281_div_uid45_fpArctan2Test_delay                                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist43_excRPreExc_uid266_div_uid45_fpArctan2Test_b_1                                                              ; 11    ; 1              ; 0            ; 1              ; 8      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist51_expXmY_uid234_div_uid45_fpArctan2Test_q_14                                                                 ; 12    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist2_invY_uid241_div_uid45_fpArctan2Test_merged_bit_select_c_5                                                   ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid475_prodDivPreNormProd_uid247_div_uid45_fpArctan2Test_component|auto_generated                               ; 38    ; 0              ; 0            ; 0              ; 36     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid476_prodDivPreNormProd_uid247_div_uid45_fpArctan2Test_component|auto_generated                               ; 20    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist0_lowRangeA_uid481_prodDivPreNormProd_uid247_div_uid45_fpArctan2Test_merged_bit_select_b_1                    ; 8     ; 1              ; 0            ; 1              ; 5      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm1_uid477_prodDivPreNormProd_uid247_div_uid45_fpArctan2Test_component|auto_generated                               ; 20    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist37_n0_uid464_prodDivPreNormProd_uid247_div_uid45_fpArctan2Test_b_2                                            ; 5     ; 1              ; 0            ; 1              ; 2      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist1_invY_uid241_div_uid45_fpArctan2Test_merged_bit_select_b_1                                                   ; 29    ; 1              ; 0            ; 1              ; 26     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC0_uid380_invTables_lutmem_dmem|auto_generated                                                                ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC0_uid381_invTables_lutmem_dmem|auto_generated                                                                ; 11    ; 0              ; 0            ; 0              ; 13     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist50_yAddr_uid238_div_uid45_fpArctan2Test_b_7                                                                   ; 12    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist25_osig_uid724_pT2_uid402_invPolyEval_b_1                                                                     ; 28    ; 1              ; 0            ; 1              ; 25     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist27_lowRangeA_uid720_pT2_uid402_invPolyEval_b_1                                                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist26_highABits_uid721_pT2_uid402_invPolyEval_b_1                                                                ; 35    ; 1              ; 0            ; 1              ; 32     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid713_pT2_uid402_invPolyEval_component|auto_generated                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid714_pT2_uid402_invPolyEval_component|auto_generated                                                          ; 19    ; 0              ; 0            ; 0              ; 17     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid715_pT2_uid402_invPolyEval_component|mult_core|padder|sub_par_add|adder[0]|auto_generated                    ; 10    ; 0              ; 0            ; 0              ; 5      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid715_pT2_uid402_invPolyEval_component|mult_core|padder|adder[0]|auto_generated                                ; 10    ; 0              ; 0            ; 0              ; 4      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist28_n0_uid700_pT2_uid402_invPolyEval_b_1                                                                       ; 6     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist48_yPE_uid239_div_uid45_fpArctan2Test_b_5                                                                     ; 17    ; 1              ; 0            ; 1              ; 14     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist29_n1_uid699_pT2_uid402_invPolyEval_b_1                                                                       ; 6     ; 1              ; 0            ; 1              ; 3      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist38_s1_uid400_invPolyEval_b_1                                                                                  ; 26    ; 1              ; 0            ; 1              ; 23     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC1_uid384_invTables_lutmem_dmem|auto_generated                                                                ; 11    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC1_uid385_invTables_lutmem_dmem|auto_generated                                                                ; 11    ; 0              ; 0            ; 0              ; 3      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist49_yAddr_uid238_div_uid45_fpArctan2Test_b_2                                                                   ; 12    ; 1              ; 0            ; 1              ; 9      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|sm0_uid645_pT1_uid395_invPolyEval_component|auto_generated                                                          ; 36    ; 0              ; 0            ; 0              ; 34     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist47_yPE_uid239_div_uid45_fpArctan2Test_b_2                                                                     ; 17    ; 1              ; 0            ; 1              ; 14     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|memoryC2_uid388_invTables_lutmem_dmem|auto_generated                                                                ; 11    ; 0              ; 0            ; 0              ; 12     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist46_lOAdded_uid245_div_uid45_fpArctan2Test_q_4                                                                 ; 27    ; 1              ; 0            ; 1              ; 24     ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist45_lOAdded_uid245_div_uid45_fpArctan2Test_q_2                                                                 ; 27    ; 2              ; 0            ; 2              ; 24     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist83_xInSign_uid35_fpArctan2Test_b_17                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|excRNaN_uid284_div_uid45_fpArctan2Test_delay                                                                        ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist53_excZ_x_uid210_div_uid45_fpArctan2Test_q_16                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|excZ_x_uid210_div_uid45_fpArctan2Test_delay                                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist52_excZ_y_uid224_div_uid45_fpArctan2Test_q_16                                                                 ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|excZ_y_uid224_div_uid45_fpArctan2Test_delay                                                                         ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; atan2|cordic_inst|redist87_yInSign_uid34_fpArctan2Test_b_51                                                                           ; 4     ; 1              ; 0            ; 1              ; 1      ; 1               ; 1             ; 1               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
